,name,file,line,type,comment
5854,get_matching_files_v2,../tensorflow/tensorflow/python/lib/io/file_io.py,354,function,Returns a list of files that match the given pattern(s).
5855,create_dir,../tensorflow/tensorflow/python/lib/io/file_io.py,422,function,Creates a directory with the name `dirname`.
5856,create_dir_v2,../tensorflow/tensorflow/python/lib/io/file_io.py,438,function,Creates a directory with the name given by `path`.
5857,recursive_create_dir,../tensorflow/tensorflow/python/lib/io/file_io.py,454,function,Creates a directory and all parent/intermediate directories.
5858,recursive_create_dir_v2,../tensorflow/tensorflow/python/lib/io/file_io.py,469,function,Creates a directory and all parent/intermediate directories.
5859,copy,../tensorflow/tensorflow/python/lib/io/file_io.py,484,function,Copies data from `oldpath` to `newpath`.
5860,copy_v2,../tensorflow/tensorflow/python/lib/io/file_io.py,500,function,Copies data from `src` to `dst`.
5861,rename,../tensorflow/tensorflow/python/lib/io/file_io.py,517,function,Rename or move a file / directory.
5862,rename_v2,../tensorflow/tensorflow/python/lib/io/file_io.py,533,function,Rename or move a file / directory.
5863,atomic_write_string_to_file,../tensorflow/tensorflow/python/lib/io/file_io.py,550,function,Writes to `filename` atomically.
5864,delete_recursively,../tensorflow/tensorflow/python/lib/io/file_io.py,577,function,Deletes everything under dirname recursively.
5865,delete_recursively_v2,../tensorflow/tensorflow/python/lib/io/file_io.py,590,function,Deletes everything under path recursively.
5866,is_directory,../tensorflow/tensorflow/python/lib/io/file_io.py,603,function,Returns whether the path is a directory or not.
5867,is_directory_v2,../tensorflow/tensorflow/python/lib/io/file_io.py,616,function,Returns whether the path is a directory or not.
5868,has_atomic_move,../tensorflow/tensorflow/python/lib/io/file_io.py,632,function,Checks whether the file system supports atomic moves.
5869,list_directory,../tensorflow/tensorflow/python/lib/io/file_io.py,656,function,Returns a list of entries contained within a directory.
5870,list_directory_v2,../tensorflow/tensorflow/python/lib/io/file_io.py,675,function,Returns a list of entries contained within a directory.
5871,walk,../tensorflow/tensorflow/python/lib/io/file_io.py,705,function,Recursive directory tree generator for directories.
5872,walk_v2,../tensorflow/tensorflow/python/lib/io/file_io.py,723,function,Recursive directory tree generator for directories.
5873,stat,../tensorflow/tensorflow/python/lib/io/file_io.py,781,function,Returns file statistics for a given path.
5874,stat_v2,../tensorflow/tensorflow/python/lib/io/file_io.py,797,function,Returns file statistics for a given path.
5875,filecmp,../tensorflow/tensorflow/python/lib/io/file_io.py,813,function,"Compare two files, returning True if they are the same, False otherwise."
5876,file_crc32,../tensorflow/tensorflow/python/lib/io/file_io.py,842,function,Get the crc32 of the passed file.
5877,PathLike,../tensorflow/tensorflow/python/lib/io/file_io_test.py,33,class,Backport of pathlib.Path for Python < 3.6
5878,testEof,../tensorflow/tensorflow/python/lib/io/file_io_test.py,536,method,Test that reading past EOF does not raise an exception.
5879,regex_full_match,../tensorflow/tensorflow/python/ops/string_ops.py,48,function,Match elements of `input` with regex `pattern`.
5880,regex_replace,../tensorflow/tensorflow/python/ops/string_ops.py,74,function,Replace elements of `input` matching regex `pattern` with `rewrite`.
5881,string_format,../tensorflow/tensorflow/python/ops/string_ops.py,115,function,Formats a string template using a list of tensors.
5882,string_split,../tensorflow/tensorflow/python/ops/string_ops.py,180,function,Split elements of `source` based on `delimiter` into a `SparseTensor`.
5883,string_split_v2,../tensorflow/tensorflow/python/ops/string_ops.py,237,function,Split elements of `source` based on `sep` into a `SparseTensor`.
5884,reduce_join_v2,../tensorflow/tensorflow/python/ops/string_ops.py,331,function,"Joins all strings into a single string, or joins along an axis."
5885,string_length,../tensorflow/tensorflow/python/ops/string_ops.py,379,function,Computes the length of each string given in the input tensor.
5886,string_to_number,../tensorflow/tensorflow/python/ops/string_ops.py,454,function,Converts each string in the input Tensor to the specified numeric type.
5887,string_to_hash_bucket,../tensorflow/tensorflow/python/ops/string_ops.py,496,function,Converts each string in the input Tensor to its hash mod by a number of buckets.
5888,string_join,../tensorflow/tensorflow/python/ops/string_ops.py,540,function,Perform element-wise concatenation of a list of string tensors.
5889,MaybeCreateControlFlowState,../tensorflow/tensorflow/python/ops/control_flow_state.py,761,function,Create the state for all the while loops involved in one gradients().
5890,ZerosLike,../tensorflow/tensorflow/python/ops/control_flow_state.py,834,function,Create zeros_like for the specified output of an op.
5891,testIdentityGrads,../tensorflow/tensorflow/python/ops/image_grad_test.py,301,method,Tests that Gradients for 1.0 scale should be ones for some kernels.
5892,_randomUniformAvoidAnchors,../tensorflow/tensorflow/python/ops/image_grad_test.py,359,method,Generate samples that are far enough from a set of anchor points.
5893,testGradRandomBoxes,../tensorflow/tensorflow/python/ops/image_grad_test.py,389,method,Test that the gradient is correct for randomly generated boxes.
5894,reshape,../tensorflow/tensorflow/python/ops/array_ops.py,59,function,Reshapes a tensor.
5895,fill,../tensorflow/tensorflow/python/ops/array_ops.py,200,function,Creates a tensor filled with a scalar value.
5896,identity,../tensorflow/tensorflow/python/ops/array_ops.py,244,function,Return a Tensor with the same shape and contents as input.
5897,expand_dims,../tensorflow/tensorflow/python/ops/array_ops.py,295,function,Returns a tensor with a length 1 axis inserted at index `axis`.
5898,expand_dims_v2,../tensorflow/tensorflow/python/ops/array_ops.py,368,function,Returns a tensor with a length 1 axis inserted at index `axis`.
5899,setdiff1d,../tensorflow/tensorflow/python/ops/array_ops.py,456,function,Computes the difference between two lists of numbers or strings.
5900,broadcast_dynamic_shape,../tensorflow/tensorflow/python/ops/array_ops.py,503,function,Computes the shape of a broadcast given symbolic shapes.
5901,broadcast_static_shape,../tensorflow/tensorflow/python/ops/array_ops.py,537,function,Computes the shape of a broadcast given known shapes.
5902,shape_v2,../tensorflow/tensorflow/python/ops/array_ops.py,573,function,Returns the shape of a tensor.
5903,shape,../tensorflow/tensorflow/python/ops/array_ops.py,620,function,Returns the shape of a tensor.
5904,shape_internal,../tensorflow/tensorflow/python/ops/array_ops.py,647,function,Returns the shape of a tensor.
5905,shape_n,../tensorflow/tensorflow/python/ops/array_ops.py,675,function,Returns shape of tensors.
5906,size_v2,../tensorflow/tensorflow/python/ops/array_ops.py,695,function,Returns the size of a tensor.
5907,size,../tensorflow/tensorflow/python/ops/array_ops.py,729,function,Returns the size of a tensor.
5908,size_internal,../tensorflow/tensorflow/python/ops/array_ops.py,761,function,Returns the size of a tensor.
5909,rank,../tensorflow/tensorflow/python/ops/array_ops.py,799,function,Returns the rank of a tensor.
5910,rank_internal,../tensorflow/tensorflow/python/ops/array_ops.py,835,function,Returns the rank of a tensor.
5911,slice,../tensorflow/tensorflow/python/ops/array_ops.py,1046,function,Extracts a slice from a tensor.
5912,strided_slice,../tensorflow/tensorflow/python/ops/array_ops.py,1102,function,Extracts a strided slice of a tensor (generalized Python array indexing).
5913,parallel_stack,../tensorflow/tensorflow/python/ops/array_ops.py,1294,function,Stacks a list of rank-`R` tensors into one rank-`(R+1)` tensor in parallel.
5914,stack,../tensorflow/tensorflow/python/ops/array_ops.py,1346,function,Stacks a list of rank-`R` tensors into one rank-`(R+1)` tensor.
5915,unstack,../tensorflow/tensorflow/python/ops/array_ops.py,1531,function,Unpacks the given dimension of a rank-`R` tensor into rank-`(R-1)` tensors.
5916,concat,../tensorflow/tensorflow/python/ops/array_ops.py,1580,function,Concatenates tensors along one dimension.
5917,boolean_mask,../tensorflow/tensorflow/python/ops/array_ops.py,1675,function,Apply boolean mask to tensor.
5918,boolean_mask_v2,../tensorflow/tensorflow/python/ops/array_ops.py,1769,function,Apply boolean mask to tensor.
5919,sparse_mask,../tensorflow/tensorflow/python/ops/array_ops.py,1829,function,Masks elements of `IndexedSlices`.
5920,unique,../tensorflow/tensorflow/python/ops/array_ops.py,1873,function,Finds unique elements in a 1-D tensor.
5921,unique_with_counts,../tensorflow/tensorflow/python/ops/array_ops.py,1921,function,Finds unique elements in a 1-D tensor.
5922,split,../tensorflow/tensorflow/python/ops/array_ops.py,1974,function,Splits a tensor `value` into a list of sub tensors.
5923,transpose_v2,../tensorflow/tensorflow/python/ops/array_ops.py,2052,function,"Transposes `a`, where `a` is a Tensor."
5924,transpose,../tensorflow/tensorflow/python/ops/array_ops.py,2133,function,Transposes `a`.
5925,matrix_transpose,../tensorflow/tensorflow/python/ops/array_ops.py,2222,function,Transposes last two dimensions of tensor `a`.
5926,matrix_diag,../tensorflow/tensorflow/python/ops/array_ops.py,2303,function,Returns a batched diagonal tensor with given batched diagonal values.
5927,matrix_diag_part,../tensorflow/tensorflow/python/ops/array_ops.py,2472,function,Returns the batched diagonal part of a batched tensor.
5928,matrix_set_diag,../tensorflow/tensorflow/python/ops/array_ops.py,2613,function,Returns a batched matrix tensor with new batched diagonal values.
5929,zeros,../tensorflow/tensorflow/python/ops/array_ops.py,2777,function,Creates a tensor with all elements set to zero.
5930,zeros_like,../tensorflow/tensorflow/python/ops/array_ops.py,2834,function,Creates a tensor with all elements set to zero.
5931,zeros_like_v2,../tensorflow/tensorflow/python/ops/array_ops.py,2873,function,Creates a tensor with all elements set to zero.
5932,zeros_like_impl,../tensorflow/tensorflow/python/ops/array_ops.py,2918,function,Internal implementation for the v1/v2 zeros_like API calls.
5933,ones_like,../tensorflow/tensorflow/python/ops/array_ops.py,2949,function,Creates a tensor with all elements set to 1.
5934,ones_like_v2,../tensorflow/tensorflow/python/ops/array_ops.py,2982,function,Creates a tensor of all ones that has the same shape as the input.
5935,ones_like_impl,../tensorflow/tensorflow/python/ops/array_ops.py,3017,function,Internal implementation for the v1/v2 ones_like API calls.
5936,ones,../tensorflow/tensorflow/python/ops/array_ops.py,3030,function,Creates a tensor with all elements set to one (1).
5937,placeholder,../tensorflow/tensorflow/python/ops/array_ops.py,3086,function,Inserts a placeholder for a tensor that will be always fed.
5938,placeholder_with_default,../tensorflow/tensorflow/python/ops/array_ops.py,3131,function,A placeholder op that passes through `input` when its output is not fed.
5939,sparse_placeholder,../tensorflow/tensorflow/python/ops/array_ops.py,3147,function,Inserts a placeholder for a sparse tensor that will be always fed.
5940,pad_v2,../tensorflow/tensorflow/python/ops/array_ops.py,3248,function,Pads a tensor.
5941,pad,../tensorflow/tensorflow/python/ops/array_ops.py,3307,function,Pads a tensor.
5942,meshgrid,../tensorflow/tensorflow/python/ops/array_ops.py,3425,function,Broadcasts parameters for evaluation on an N-D grid.
5943,edit_distance,../tensorflow/tensorflow/python/ops/array_ops.py,3569,function,Computes the Levenshtein distance between sequences.
5944,required_space_to_batch_paddings,../tensorflow/tensorflow/python/ops/array_ops.py,3710,function,Calculate padding required to make block_shape divide input_shape.
5945,batch_to_space_v2,../tensorflow/tensorflow/python/ops/array_ops.py,3878,function,BatchToSpace for N-D tensors of type T.
5946,one_hot,../tensorflow/tensorflow/python/ops/array_ops.py,4016,function,Returns a one-hot tensor.
5947,sequence_mask,../tensorflow/tensorflow/python/ops/array_ops.py,4194,function,Returns a mask tensor representing the first N positions of each cell.
5948,squeeze,../tensorflow/tensorflow/python/ops/array_ops.py,4260,function,Removes dimensions of size 1 from the shape of a tensor.
5949,squeeze_v2,../tensorflow/tensorflow/python/ops/array_ops.py,4315,function,Removes dimensions of size 1 from the shape of a tensor.
5950,where,../tensorflow/tensorflow/python/ops/array_ops.py,4367,function,"Return the elements, either from `x` or `y`, depending on the `condition`."
5951,where_v2,../tensorflow/tensorflow/python/ops/array_ops.py,4421,function,Return the elements where `condition` is `True` (multiplexing `x` and `y`).
5952,reverse_sequence,../tensorflow/tensorflow/python/ops/array_ops.py,4520,function,Reverses variable length slices.
5953,reverse_sequence_v2,../tensorflow/tensorflow/python/ops/array_ops.py,4586,function,Reverses variable length slices.
5954,gather,../tensorflow/tensorflow/python/ops/array_ops.py,4642,function,Gather slices from params axis `axis` according to indices.
5955,batch_gather,../tensorflow/tensorflow/python/ops/array_ops.py,4754,function,Gather slices from params according to indices with leading batch dims.
5956,gather_nd,../tensorflow/tensorflow/python/ops/array_ops.py,4892,function,Gather slices from `params` into a Tensor with shape specified by `indices`.
5957,batch_gather_nd,../tensorflow/tensorflow/python/ops/array_ops.py,5065,function,gather_nd implementation with batch support.
5958,quantize,../tensorflow/tensorflow/python/ops/array_ops.py,5201,function,Quantize the input tensor.
5959,quantize_and_dequantize,../tensorflow/tensorflow/python/ops/array_ops.py,5277,function,Quantizes then dequantizes a tensor.
5960,searchsorted,../tensorflow/tensorflow/python/ops/array_ops.py,5337,function,Searches input tensor for values on the innermost dimension.
5961,extract_image_patches_v2,../tensorflow/tensorflow/python/ops/array_ops.py,5402,function,Extract `patches` from `images`.
5962,extract_image_patches,../tensorflow/tensorflow/python/ops/array_ops.py,5524,function,"Extract patches from images and put them in the ""depth"" output dimension."
5963,fingerprint,../tensorflow/tensorflow/python/ops/array_ops.py,5573,function,Generates fingerprint values.
5964,convert_to_int_tensor,../tensorflow/tensorflow/python/ops/array_ops.py,5623,function,Converts the given value to an integer Tensor.
5965,get_positive_axis,../tensorflow/tensorflow/python/ops/array_ops.py,5634,function,"Validate an `axis` parameter, and normalize it to be positive."
5966,repeat_with_axis,../tensorflow/tensorflow/python/ops/array_ops.py,5680,function,Repeats elements of `data`.
5967,tile_one_dimension,../tensorflow/tensorflow/python/ops/array_ops.py,5794,function,Tiles a single dimension of a tensor.
5968,repeat,../tensorflow/tensorflow/python/ops/array_ops.py,5820,function,Repeat elements of `input`.
5969,testPartials,../tensorflow/tensorflow/python/ops/math_ops_test.py,365,method,Test that previously revealed a bug in buffer forwarding for AddN.
5970,test_iterable,../tensorflow/tensorflow/python/ops/math_ops_test.py,433,method,Test that add_n supports iterables (e.g. generators and dict values).
5971,CollectiveOpBenchmark,../tensorflow/tensorflow/python/ops/collective_ops_benchmark.py,33,class,Benchmarks for local CPU collective op execution.
5972,benchmark_collective,../tensorflow/tensorflow/python/ops/collective_ops_benchmark.py,36,method,Measures the performance of local CPU collective execution.
5973,VarLenFeature,../tensorflow/tensorflow/python/ops/parsing_config.py,47,class,Configuration for parsing a variable-length input feature.
5974,RaggedFeature,../tensorflow/tensorflow/python/ops/parsing_config.py,57,class,Configuration for passing a RaggedTensor input feature.
5975,SparseFeature,../tensorflow/tensorflow/python/ops/parsing_config.py,223,class,Configuration for parsing a sparse input feature from an `Example`.
5976,FixedLenFeature,../tensorflow/tensorflow/python/ops/parsing_config.py,298,class,Configuration for parsing a fixed-length input feature.
5977,FixedLenSequenceFeature,../tensorflow/tensorflow/python/ops/parsing_config.py,318,class,Configuration for parsing a variable-length input feature into a `Tensor`.
5978,_VerifyValues,../tensorflow/tensorflow/python/ops/quantized_conv_ops_test.py,34,method,Verifies the output values of the convolution function.
5979,icfo_to_ifco,../tensorflow/tensorflow/python/ops/rnn_grad_test.py,143,function,Convert gates' weights and biases from ICFO to IFCO layout.
5980,enable_control_flow_v2,../tensorflow/tensorflow/python/ops/control_flow_v2_toggles.py,28,function,Use control flow v2.
5981,disable_control_flow_v2,../tensorflow/tensorflow/python/ops/control_flow_v2_toggles.py,50,function,Opts out of control flow v2.
5982,control_flow_v2_enabled,../tensorflow/tensorflow/python/ops/control_flow_v2_toggles.py,65,function,Returns `True` if v2 control flow is enabled.
5983,output_all_intermediates,../tensorflow/tensorflow/python/ops/control_flow_v2_toggles.py,74,function,Whether to output all intermediates from functional control flow ops.
5984,batch_function,../tensorflow/tensorflow/python/ops/batch_ops.py,31,function,Batches the computation done by the decorated function.
5985,should_record_summaries,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,118,function,Returns boolean Tensor which is true if summaries should be recorded.
5986,record_if,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,124,function,Sets summary recording on or off per the provided boolean value.
5987,record_summaries_every_n_global_steps,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,149,function,Sets the should_record_summaries Tensor to true if global_step % n == 0.
5988,always_record_summaries,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,160,function,Sets the should_record_summaries Tensor to always true.
5989,never_record_summaries,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,165,function,Sets the should_record_summaries Tensor to always false.
5990,get_step,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,170,function,Returns the default summary step for the current thread.
5991,set_step,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,181,function,Sets the default summary step for the current thread.
5992,SummaryWriter,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,200,class,Interface representing a stateful summary writer object.
5993,set_as_default,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,205,method,Enables this summary writer for the current thread.
5994,as_default,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,226,method,Returns a context manager that enables summary writing.
5995,init,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,259,method,Initializes the summary writer.
5996,flush,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,263,method,Flushes any buffered data.
5997,close,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,267,method,Flushes and closes the summary writer.
5998,ResourceSummaryWriter,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,272,class,Implementation of SummaryWriter using a SummaryWriterInterface resource.
5999,set_as_default,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,295,method,Enables this summary writer for the current thread.
6000,as_default,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,319,method,Returns a context manager that enables summary writing.
6001,init,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,367,method,Initializes the summary writer.
6002,flush,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,376,method,Flushes any buffered data.
6003,close,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,382,method,Flushes and closes the summary writer.
6004,NoopSummaryWriter,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,395,class,"A summary writer that does nothing, for create_noop_writer()."
6005,initialize,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,415,function,Initializes summary writing for graph execution mode.
6006,create_file_writer_v2,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,457,function,Creates a summary file writer for the given log directory.
6007,create_file_writer,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,519,function,Creates a summary file writer in the current context under the given name.
6008,create_db_writer,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,566,function,Creates a summary database writer in the current context.
6009,create_noop_writer,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,618,function,Returns a summary writer that does nothing.
6010,all_v2_summary_ops,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,638,function,Returns all V2-style summary ops defined in the current default graph.
6011,summary_writer_initializer_op,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,654,function,Graph-mode only. Returns the list of ops to create all summary writers.
6012,summary_scope,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,673,function,Experimental context manager for use when defining a custom summary op.
6013,write,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,714,function,Writes a generic summary to the default SummaryWriter if one exists.
6014,write_raw_pb,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,781,function,Writes a summary using raw `tf.compat.v1.Summary` protocol buffers.
6015,summary_writer_function,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,833,function,Helper function to write summaries.
6016,generic,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,865,function,Writes a tensor summary if possible.
6017,scalar,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,886,function,Writes a scalar summary if possible.
6018,histogram,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,918,function,Writes a histogram summary if possible.
6019,image,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,933,function,Writes an image summary if possible.
6020,audio,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,952,function,Writes an audio summary if possible.
6021,graph,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,969,function,Writes a TensorFlow graph to the summary interface.
6022,import_event,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,1017,function,Writes a `tf.compat.v1.Event` binary proto.
6023,flush,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,1036,function,Forces summary writer to send any buffered data to storage.
6024,eval_dir,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,1067,function,Construct a logdir for an eval summary writer.
6025,create_summary_file_writer,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,1072,function,Please use `tf.contrib.summary.create_file_writer`.
6026,run_metadata,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,1120,function,Writes entire RunMetadata summary.
6027,run_metadata_graphs,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,1162,function,Writes graphs from a RunMetadata summary.
6028,keras_model,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,1205,function,Writes a Keras model as JSON to as a Summary.
6029,trace_on,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,1257,function,Starts a trace to record computation graphs and profiling information.
6030,trace_export,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,1302,function,Stops and exports the active trace as a Summary and/or profile file.
6031,trace_off,../tensorflow/tensorflow/python/ops/summary_ops_v2.py,1358,function,Stops the current trace and discards any collected information.
6032,batch_norm_op,../tensorflow/tensorflow/python/ops/batch_norm_benchmark.py,40,function,Fused kernel for batch normalization.
6033,batch_norm_py,../tensorflow/tensorflow/python/ops/batch_norm_benchmark.py,55,function,Python implementation of batch normalization.
6034,build_graph,../tensorflow/tensorflow/python/ops/batch_norm_benchmark.py,68,function,Build a graph containing a sequence of batch normalizations.
6035,print_difference,../tensorflow/tensorflow/python/ops/batch_norm_benchmark.py,117,function,Print the difference in timing between two runs.
6036,BatchNormBenchmark,../tensorflow/tensorflow/python/ops/batch_norm_benchmark.py,123,class,Benchmark batch normalization.
6037,_run_graph,../tensorflow/tensorflow/python/ops/batch_norm_benchmark.py,126,method,Run the graph and print its execution time.
6038,build_graph,../tensorflow/tensorflow/python/ops/conv2d_benchmark.py,44,function,builds a graph containing a sequence of conv2d operations.
6039,Conv2DBenchmark,../tensorflow/tensorflow/python/ops/conv2d_benchmark.py,94,class,Benchmark conv2d!
6040,_run_graph,../tensorflow/tensorflow/python/ops/conv2d_benchmark.py,97,method,runs the graph and print its execution time.
6041,gradients,../tensorflow/tensorflow/python/ops/gradients_impl.py,43,function,Constructs symbolic derivatives of sum of `ys` w.r.t. x in `xs`.
6042,gradients_v2,../tensorflow/tensorflow/python/ops/gradients_impl.py,176,function,Constructs symbolic derivatives of sum of `ys` w.r.t. x in `xs`.
6043,hessians,../tensorflow/tensorflow/python/ops/gradients_impl.py,376,function,Constructs the Hessian of sum of `ys` with respect to `x` in `xs`.
6044,HessiansV2,../tensorflow/tensorflow/python/ops/gradients_impl.py,443,function,Constructs the Hessian of sum of `ys` with respect to `x` in `xs`.
6045,lbeta,../tensorflow/tensorflow/python/ops/special_math_ops.py,50,function,"Computes \\(ln(|Beta(x)|)\\), reducing along the last dimension."
6046,dawsn,../tensorflow/tensorflow/python/ops/special_math_ops.py,106,function,Computes Dawson's integral of `x` element-wise.
6047,expint,../tensorflow/tensorflow/python/ops/special_math_ops.py,136,function,Computes the Exponential integral of `x` element-wise.
6048,fresnel_cos,../tensorflow/tensorflow/python/ops/special_math_ops.py,165,function,Computes Fresnel's cosine integral of `x` element-wise.
6049,fresnel_sin,../tensorflow/tensorflow/python/ops/special_math_ops.py,195,function,Computes Fresnel's sine integral of `x` element-wise.
6050,spence,../tensorflow/tensorflow/python/ops/special_math_ops.py,224,function,Computes Spence's integral of `x` element-wise.
6051,bessel_i0,../tensorflow/tensorflow/python/ops/special_math_ops.py,253,function,Computes the Bessel i0 function of `x` element-wise.
6052,bessel_i0e,../tensorflow/tensorflow/python/ops/special_math_ops.py,281,function,Computes the Bessel i0e function of `x` element-wise.
6053,bessel_i1,../tensorflow/tensorflow/python/ops/special_math_ops.py,307,function,Computes the Bessel i1 function of `x` element-wise.
6054,bessel_i1e,../tensorflow/tensorflow/python/ops/special_math_ops.py,335,function,Computes the Bessel i1e function of `x` element-wise.
6055,bessel_k0,../tensorflow/tensorflow/python/ops/special_math_ops.py,361,function,Computes the Bessel k0 function of `x` element-wise.
6056,bessel_k0e,../tensorflow/tensorflow/python/ops/special_math_ops.py,389,function,Computes the Bessel k0e function of `x` element-wise.
6057,bessel_k1,../tensorflow/tensorflow/python/ops/special_math_ops.py,415,function,Computes the Bessel k1 function of `x` element-wise.
6058,bessel_k1e,../tensorflow/tensorflow/python/ops/special_math_ops.py,443,function,Computes the Bessel k1e function of `x` element-wise.
6059,bessel_j0,../tensorflow/tensorflow/python/ops/special_math_ops.py,469,function,Computes the Bessel j0 function of `x` element-wise.
6060,bessel_j1,../tensorflow/tensorflow/python/ops/special_math_ops.py,495,function,Computes the Bessel j1 function of `x` element-wise.
6061,bessel_y0,../tensorflow/tensorflow/python/ops/special_math_ops.py,521,function,Computes the Bessel y0 function of `x` element-wise.
6062,bessel_y1,../tensorflow/tensorflow/python/ops/special_math_ops.py,547,function,Computes the Bessel y1 function of `x` element-wise.
6063,einsum,../tensorflow/tensorflow/python/ops/special_math_ops.py,606,function,Tensor contraction over specified indices and outer product.
6064,EagerFunc,../tensorflow/tensorflow/python/ops/script_ops.py,71,class,A wrapper for a function owned by an EagerPyFunc.
6065,__init__,../tensorflow/tensorflow/python/ops/script_ops.py,74,method,Constructs an EagerFunc.
6066,_convert,../tensorflow/tensorflow/python/ops/script_ops.py,88,method,"Converts `value` to a tensor of type `dtype`, with error checking."
6067,__call__,../tensorflow/tensorflow/python/ops/script_ops.py,122,method,"Passes `args` to `self._func`, which is executed eagerly."
6068,FuncRegistry,../tensorflow/tensorflow/python/ops/script_ops.py,154,class,A helper class to keep track of registered py functions.
6069,insert,../tensorflow/tensorflow/python/ops/script_ops.py,175,method,Registers `func` and returns a unique token for this entry.
6070,remove,../tensorflow/tensorflow/python/ops/script_ops.py,182,method,Removes the registered function corresponding to `token`.
6071,_convert,../tensorflow/tensorflow/python/ops/script_ops.py,186,method,"Converts an arg to numpy, avoiding dangerous string and unicode dtypes."
6072,__call__,../tensorflow/tensorflow/python/ops/script_ops.py,215,method,Calls the registered function for `token` with args.
6073,size,../tensorflow/tensorflow/python/ops/script_ops.py,256,method,Returns how many functions are currently registered.
6074,_next_unique_token,../tensorflow/tensorflow/python/ops/script_ops.py,260,method,Returns a unique token.
6075,eager_py_func,../tensorflow/tensorflow/python/ops/script_ops.py,373,function,Wraps a python function into a TensorFlow op that executes it eagerly.
6076,py_func_common,../tensorflow/tensorflow/python/ops/script_ops.py,462,function,Wraps a python function and uses it as a TensorFlow op.
6077,numpy_function,../tensorflow/tensorflow/python/ops/script_ops.py,564,function,Wraps a python function and uses it as a TensorFlow op.
6078,log_poisson_loss,../tensorflow/tensorflow/python/ops/nn_impl.py,47,function,Computes log Poisson loss given `log_input`.
6079,sigmoid_cross_entropy_with_logits,../tensorflow/tensorflow/python/ops/nn_impl.py,113,function,Computes sigmoid cross entropy given `logits`.
6080,sigmoid_cross_entropy_with_logits_v2,../tensorflow/tensorflow/python/ops/nn_impl.py,196,function,Computes sigmoid cross entropy given `logits`.
6081,weighted_cross_entropy_with_logits_v2,../tensorflow/tensorflow/python/ops/nn_impl.py,247,function,Computes a weighted cross entropy.
6082,weighted_cross_entropy_with_logits,../tensorflow/tensorflow/python/ops/nn_impl.py,326,function,Computes a weighted cross entropy.
6083,compute_average_loss,../tensorflow/tensorflow/python/ops/nn_impl.py,391,function,Scales per-example losses with sample_weights and computes their average.
6084,scale_regularization_loss,../tensorflow/tensorflow/python/ops/nn_impl.py,449,function,Scales the sum of the given regularization losses by number of replicas.
6085,relu_layer,../tensorflow/tensorflow/python/ops/nn_impl.py,488,function,Computes Relu(x * weight + biases).
6086,swish,../tensorflow/tensorflow/python/ops/nn_impl.py,512,function,Computes the SiLU or Swish activation function: `x * sigmoid(x)`.
6087,normalize,../tensorflow/tensorflow/python/ops/nn_impl.py,555,function,Normalizes `tensor` along dimension `axis` using specified norm.
